Toronto Municipality,HPI - Single-Family Detached,HPI - Single-Family Attached,HPI - Townhouse,HPI - Apartment,Effective Date
Toronto C01,1668100,1382600,862100,776900,2023-11-01
Toronto C02,2807300,1951000,1413700,964000,2023-11-01
Toronto C03,1972400,1245400,1843200,870800,2023-11-01
Toronto C04,2704200,1626200,,748000,2023-11-01
Toronto C06,1670200,1207400,861000,653000,2023-11-01
Toronto C07,2027100,1235800,849500,764400,2023-11-01
Toronto C08,2481900,1688500,1120600,736700,2023-11-01
Toronto C09,4195000,2784200,1782400,1158100,2023-11-01
Toronto C10,2276100,1665100,1025000,737700,2023-11-01
Toronto C11,2639700,1633500,728700,572300,2023-11-01
Toronto C12,3765300,1675200,1411900,1266700,2023-11-01
Toronto C13,1990500,1039200,935600,713200,2023-11-01
Toronto C14,2397100,1608900,771500,822600,2023-11-01
Toronto C15,1919800,1144800,867200,654900,2023-11-01
Toronto E01,1556100,1326200,951600,748700,2023-11-01
Toronto E02,1741800,1330500,1096800,817600,2023-11-01
Toronto E03,1344300,1245000,,615600,2023-11-01
Toronto E04,1082900,942800,779400,547700,2023-11-01
Toronto E05,1355600,1039200,812900,638400,2023-11-01
Toronto E06,1264500,994700,783000,743200,2023-11-01
Toronto E07,1249600,1017100,898100,636900,2023-11-01
Toronto E08,1244400,922500,693000,549400,2023-11-01
Toronto E09,1049500,874000,698400,616400,2023-11-01
Toronto E10,1222000,921600,689300,501100,2023-11-01
Toronto E11,1097400,937300,770400,514300,2023-11-01
City of Toronto,1624000,1239500,861300,711200,2023-12-01
Toronto W01,1820900,1304500,913500,678000,2023-12-01
Toronto W02,1774600,1285900,1033300,724000,2023-12-01
Toronto W03,1020000,999100,828300,616500,2023-12-01
Toronto W04,1135400,869400,751800,620000,2023-12-01
Toronto W05,1168100,953900,663200,530500,2023-12-01
Toronto W06,1292700,1207600,1019700,731800,2023-12-01
Toronto W07,1648800,1269900,1024300,774600,2023-12-01
Toronto W08,1786000,1321100,764300,597600,2023-12-01
Toronto W09,1240500,1099900,851800,511000,2023-12-01
Toronto W10,975400,865800,691900,543100,2023-12-01
Toronto C01,1581000,1306600,861600,776800,2023-12-01
Toronto C02,2906000,2072900,1402300,967800,2023-12-01
Toronto C03,2015200,1303600,1822000,879500,2023-12-01
Toronto C04,2649500,1612600,,747100,2023-12-01
Toronto C06,1623200,1155500,898800,647400,2023-12-01
Toronto C07,1965000,1193900,881500,748100,2023-12-01
Toronto C08,2335400,1580000,1134700,711400,2023-12-01
Toronto C09,3924000,2570300,1665700,1158000,2023-12-01
Toronto C10,2191700,1614900,984300,737800,2023-12-01
Toronto C11,2481200,1524100,750400,552100,2023-12-01
Toronto C12,3677300,1683300,1437800,1268300,2023-12-01
Toronto C13,1931700,1005600,952700,715900,2023-12-01
Toronto C14,2310900,1556100,782100,752300,2023-12-01
Toronto C15,1878600,1122400,828600,645500,2023-12-01
Toronto E01,1508600,1300900,953000,688500,2023-12-01
Toronto E02,1711400,1311700,1077800,812000,2023-12-01
Toronto E03,1308100,1202600,,615100,2023-12-01
Toronto E04,1103400,923300,805700,535500,2023-12-01
Toronto E05,1393000,1057400,815500,636000,2023-12-01
Toronto E06,1188500,942000,810100,744600,2023-12-01
Toronto E07,1273700,1025800,810400,592700,2023-12-01
Toronto E08,1208600,868400,715000,548300,2023-12-01
Toronto E09,1079200,890700,691900,610800,2023-12-01
Toronto E10,1247500,918400,676600,495800,2023-12-01
Toronto E11,1105500,932700,701200,512200,2023-12-01
City of Toronto,1607100,1224700,861300,715300,2024-01-01
Toronto W01,1881900,1357000,903300,671800,2024-01-01
Toronto W02,1633700,1209300,1033900,698700,2024-01-01
Toronto W03,997300,991500,826100,598900,2024-01-01
Toronto W04,1120500,876500,746900,602800,2024-01-01
Toronto W05,1202200,981600,675600,563700,2024-01-01
Toronto W06,1266500,1187000,1002900,710500,2024-01-01
Toronto W07,1619000,1262400,986800,738800,2024-01-01
Toronto W08,1833800,1332000,755200,592300,2024-01-01
Toronto W09,1347300,1108300,844900,502500,2024-01-01
Toronto W10,979900,879400,671700,548300,2024-01-01
Toronto C01,1656100,1368200,860600,780200,2024-01-01
Toronto C02,2936700,2118600,1430800,975200,2024-01-01
Toronto C03,1978900,1274900,1790400,910500,2024-01-01
Toronto C04,2677200,1624800,,758200,2024-01-01
Toronto C06,1632800,1189700,880300,685000,2024-01-01
Toronto C07,1958000,1191300,858100,748800,2024-01-01
Toronto C08,2220100,1506400,1120800,734100,2024-01-01
Toronto C09,3574000,2371900,1712900,1062800,2024-01-01
Toronto C10,2194700,1606300,1017900,720600,2024-01-01
Toronto C11,2306500,1396100,727200,525300,2024-01-01
Toronto C12,3593100,1636400,1384200,1357100,2024-01-01
Toronto C13,1861000,981700,938900,717200,2024-01-01
Toronto C14,2253100,1527200,840900,794900,2024-01-01
Toronto C15,1886700,1132100,891700,646800,2024-01-01
Toronto E01,1452400,1247600,946000,709800,2024-01-01
Toronto E02,1619600,1262200,1084400,878200,2024-01-01
Toronto E03,1258400,1137100,,638800,2024-01-01
Toronto E04,1099100,923100,803600,528200,2024-01-01
Toronto E05,1384400,1062600,760000,612600,2024-01-01
Toronto E06,1180800,918200,805100,796700,2024-01-01
Toronto E07,1250300,1004600,841600,593400,2024-01-01
Toronto E08,1198100,841700,711200,542900,2024-01-01
Toronto E09,1080800,891500,678600,592000,2024-01-01
Toronto E10,1258200,942400,645400,518000,2024-01-01
Toronto E11,1088800,918200,692500,514300,2024-01-01
City of Toronto,1665100,1270100,854100,709900,2024-02-01
Toronto W01,2013900,1445900,855300,635500,2024-02-01
Toronto W02,1721200,1278500,1009800,676100,2024-02-01
Toronto W03,1043000,1034000,801100,578100,2024-02-01
Toronto W04,1145000,877600,723200,604900,2024-02-01
Toronto W05,1208500,982300,656800,570600,2024-02-01
Toronto W06,1338100,1267000,1025200,708100,2024-02-01
Toronto W07,1705900,1351300,1012500,766500,2024-02-01
Toronto W08,1915900,1422000,776500,591900,2024-02-01
Toronto W09,1421900,1172400,805900,512800,2024-02-01
Toronto W10,1020300,873000,659400,548000,2024-02-01
Toronto C01,1796300,1497600,832400,759400,2024-02-01
Toronto C02,3072700,2159500,1405200,987000,2024-02-01
Toronto C03,2103400,1372400,1772300,937000,2024-02-01
Toronto C04,2649700,1693400,,778000,2024-02-01
Toronto C06,1633900,1144400,879000,689500,2024-02-01
Toronto C07,2016900,1236800,860900,745500,2024-02-01
Toronto C08,2138600,1466700,1146000,709900,2024-02-01
Toronto C09,3964400,2641000,1675700,1132100,2024-02-01
Toronto C10,2158900,1570000,978500,734900,2024-02-01
Toronto C11,2529100,1527600,729000,544600,2024-02-01
Toronto C12,3616400,1571100,1415300,1393600,2024-02-01
Toronto C13,1823300,959400,960400,725600,2024-02-01
Toronto C14,2449600,1645600,806400,785600,2024-02-01
Toronto C15,1951800,1161000,830800,655600,2024-02-01
Toronto E01,1459900,1258200,972600,735000,2024-02-01
Toronto E02,1696000,1305400,1132000,881500,2024-02-01
Toronto E03,1325900,1202800,,645600,2024-02-01
Toronto E04,1113900,910600,804500,540800,2024-02-01
Toronto E05,1463300,1113200,782200,623000,2024-02-01
Toronto E06,1239400,988900,802400,804200,2024-02-01
Toronto E07,1340400,1078800,813000,608000,2024-02-01
Toronto E08,1252200,905800,707800,544300,2024-02-01
Toronto E09,1114800,905200,667000,583300,2024-02-01
Toronto E10,1288400,952200,644500,512100,2024-02-01
Toronto E11,1121800,946500,716900,520200,2024-02-01
City of Toronto,1708800,1318000,866000,715100,2024-03-01
Toronto W01,2252800,1603900,908000,651900,2024-03-01
Toronto W02,1722300,1325900,1015300,699500,2024-03-01
Toronto W03,1087500,1057100,833600,600300,2024-03-01
Toronto W04,1214500,939600,730500,614300,2024-03-01
Toronto W05,1248300,1017300,658700,557800,2024-03-01
Toronto W06,1338700,1230900,1028200,722500,2024-03-01
Toronto W07,1720100,1319700,1020700,767900,2024-03-01
Toronto W08,1874800,1385200,768200,596000,2024-03-01
Toronto W09,1365300,1136200,846600,538700,2024-03-01
Toronto W10,1045200,894300,686600,541300,2024-03-01
Toronto C01,1903800,1587800,853300,773900,2024-03-01
Toronto C02,3064600,2125400,1382700,984400,2024-03-01
Toronto C03,2182300,1390800,1758700,920400,2024-03-01
Toronto C04,2823400,1807300,,775400,2024-03-01
Toronto C06,1661400,1212900,841300,675600,2024-03-01
Toronto C07,2074300,1279100,820200,739100,2024-03-01
Toronto C08,2218500,1499800,1120000,729600,2024-03-01
Toronto C09,4083400,2653700,1672200,1068800,2024-03-01
Toronto C10,2071200,1517400,984100,755000,2024-03-01
Toronto C11,2603700,1585000,740300,534800,2024-03-01
Toronto C12,3867200,1720500,1399500,1361600,2024-03-01
Toronto C13,1959100,1054600,936500,736800,2024-03-01
Toronto C14,2508200,1692000,837700,748800,2024-03-01
Toronto C15,2005600,1196500,848500,659900,2024-03-01
Toronto E01,1550500,1338200,970900,762400,2024-03-01
Toronto E02,1788100,1389800,1103200,818000,2024-03-01
Toronto E03,1385600,1286900,,609300,2024-03-01
Toronto E04,1138000,979500,827400,548800,2024-03-01
Toronto E05,1461800,1124200,819700,636700,2024-03-01
Toronto E06,1301900,1054500,830400,744600,2024-03-01
Toronto E07,1315100,1076400,892500,628300,2024-03-01
Toronto E08,1289000,964300,733200,556200,2024-03-01
Toronto E09,1113000,929500,677500,588000,2024-03-01
Toronto E10,1293200,971900,653200,519200,2024-03-01
Toronto E11,1119300,947700,738100,521700,2024-03-01
City of Toronto,1732800,1336800,874400,727100,2024-04-01
Toronto W01,2113700,1532800,875900,669500,2024-04-01
Toronto W02,1860100,1404400,1001700,708200,2024-04-01
Toronto W03,1092000,1067400,814800,611300,2024-04-01
Toronto W04,1227700,960700,719900,615600,2024-04-01
Toronto W05,1247500,1022500,676200,575200,2024-04-01
Toronto W06,1368200,1287100,1047200,754000,2024-04-01
Toronto W07,1749300,1360700,1028600,788200,2024-04-01
Toronto W08,1907300,1421600,796600,615900,2024-04-01
Toronto W09,1436300,1125800,817900,556500,2024-04-01
Toronto W10,1073200,932100,692200,560100,2024-04-01
Toronto C01,1854500,1524900,879600,768000,2024-04-01
Toronto C02,3082600,2165500,1375600,1009900,2024-04-01
Toronto C03,2147800,1363800,1765100,984700,2024-04-01
Toronto C04,2837900,1852500,,790700,2024-04-01
Toronto C06,1697900,1230300,861800,635100,2024-04-01
Toronto C07,2071900,1272100,846500,733800,2024-04-01
Toronto C08,2320700,1587200,1148000,758500,2024-04-01
Toronto C09,4144200,2835400,1654000,1143800,2024-04-01
Toronto C10,2199300,1608300,1012700,766600,2024-04-01
Toronto C11,2692600,1665700,773600,545600,2024-04-01
Toronto C12,4037100,1715700,1442200,1455500,2024-04-01
Toronto C13,2033800,1085900,941400,729300,2024-04-01
Toronto C14,2471100,1683700,803000,788200,2024-04-01
Toronto C15,2022900,1218700,867800,673700,2024-04-01
Toronto E01,1598200,1376700,983600,735700,2024-04-01
Toronto E02,1793900,1392400,1128100,794500,2024-04-01
Toronto E03,1438900,1335600,,611000,2024-04-01
Toronto E04,1143900,997100,814000,542600,2024-04-01
Toronto E05,1417900,1083200,836200,657500,2024-04-01
Toronto E06,1335200,1092000,818500,717400,2024-04-01
Toronto E07,1332100,1095700,890800,631400,2024-04-01
Toronto E08,1321000,998700,724600,564800,2024-04-01
Toronto E09,1121400,940400,680500,599000,2024-04-01
Toronto E10,1309300,980100,650000,528500,2024-04-01
Toronto E11,1128600,944700,738300,521500,2024-04-01
City of Toronto,1722900,1339300,893900,711700,2024-05-01
Toronto W01,2060100,1458100,895200,684800,2024-05-01
Toronto W02,1733200,1360400,1008000,696300,2024-05-01
Toronto W03,1088100,1078800,825000,614700,2024-05-01
Toronto W04,1209900,977000,735500,600500,2024-05-01
Toronto W05,1223900,1006900,720900,538300,2024-05-01
Toronto W06,1364300,1268400,1053300,757800,2024-05-01
Toronto W07,1803800,1344700,,653300,2024-05-01
Toronto W08,1891100,1436700,809100,610300,2024-05-01
Toronto W09,1391600,1219600,846200,543400,2024-05-01
Toronto W10,1080600,940900,715800,559300,2024-05-01
Toronto C01,2005300,1645600,913200,738800,2024-05-01
Toronto C02,3189300,2146600,1350000,1019400,2024-05-01
Toronto C03,2211200,1398300,1770600,935400,2024-05-01
Toronto C04,2795500,1800100,,812900,2024-05-01
Toronto C06,1693700,1312600,861700,619200,2024-05-01
Toronto C07,2096900,1286500,851400,725800,2024-05-01
Toronto C08,2302200,1566300,1105700,711300,2024-05-01
Toronto C09,4012400,2581800,1624500,1185400,2024-05-01
Toronto C10,2367300,1747300,991200,741300,2024-05-01
Toronto C11,2564800,1558400,785500,559600,2024-05-01
Toronto C12,3937600,1559700,1417200,1498400,2024-05-01
Toronto C13,2007300,1076900,937700,746800,2024-05-01
Toronto C14,2499000,1646100,919000,801500,2024-05-01
Toronto C15,1997100,1198900,905300,654200,2024-05-01
Toronto E01,1582500,1350800,983700,765900,2024-05-01
Toronto E02,2003100,1449500,1128000,780900,2024-05-01
Toronto E03,1419900,1320900,,606300,2024-05-01
Toronto E04,1122100,970500,826700,523300,2024-05-01
Toronto E05,1390700,1072800,843600,640300,2024-05-01
Toronto E06,1320500,1089900,820100,719000,2024-05-01
Toronto E07,1290400,1065600,898200,629600,2024-05-01
Toronto E08,1302500,974400,748700,549300,2024-05-01
Toronto E09,1102500,933700,689400,588200,2024-05-01
Toronto E10,1279300,964700,662800,521200,2024-05-01
Toronto E11,1131600,945500,758800,523800,2024-05-01
City of Toronto,1709500,1325100,890500,710700,2024-06-01
Toronto W01,2104100,1480000,920700,684400,2024-06-01
Toronto W02,1734200,1351800,1013500,700400,2024-06-01
Toronto W03,1061500,1033500,830400,623200,2024-06-01
Toronto W04,1189800,952100,742800,599200,2024-06-01
Toronto W05,1221600,1000600,694000,543900,2024-06-01
Toronto W06,1312000,1237600,1060200,736500,2024-06-01
Toronto W07,1755400,1315300,,661600,2024-06-01
Toronto W08,1862200,1411800,820000,598100,2024-06-01
Toronto W09,1399100,1197500,870400,512600,2024-06-01
Toronto W10,1071400,939200,696500,545400,2024-06-01
Toronto C01,1922100,1560200,893600,750200,2024-06-01
Toronto C02,3039300,2065200,1320800,1005600,2024-06-01
Toronto C03,2128400,1345100,1762200,960900,2024-06-01
Toronto C04,2727600,1755300,,823700,2024-06-01
Toronto C06,1681900,1330300,866200,623900,2024-06-01
Toronto C07,2120100,1295300,847600,736700,2024-06-01
Toronto C08,2289600,1549200,1082000,709300,2024-06-01
Toronto C09,4130200,2638700,1565300,1219600,2024-06-01
Toronto C10,2340900,1718900,959800,744600,2024-06-01
Toronto C11,2606000,1590300,796100,564700,2024-06-01
Toronto C12,3845600,1494700,1443400,1520500,2024-06-01
Toronto C13,1980700,1069700,971300,754800,2024-06-01
Toronto C14,2567000,1668400,950300,752700,2024-06-01
Toronto C15,1983600,1178600,905800,655100,2024-06-01
Toronto E01,1594600,1374500,993100,764600,2024-06-01
Toronto E02,2033100,1455600,1128200,822800,2024-06-01
Toronto E03,1418000,1327600,,634300,2024-06-01
Toronto E04,1143100,995400,834700,527000,2024-06-01
Toronto E05,1384200,1065400,801600,636400,2024-06-01
Toronto E06,1342400,1081600,825500,751000,2024-06-01
Toronto E07,1280100,1060100,863200,625100,2024-06-01
Toronto E08,1315100,971000,761400,545400,2024-06-01
Toronto E09,1089300,936100,704700,581700,2024-06-01
Toronto E10,1218100,908100,676100,503200,2024-06-01
Toronto E11,1139800,955100,735300,507800,2024-06-01
City of Toronto,1689500,1301300,882500,707800,2024-07-01
Toronto W01,2108100,1473700,895400,668900,2024-07-01
Toronto W02,1707700,1331200,985900,686300,2024-07-01
Toronto W03,1065600,1032700,811900,611700,2024-07-01
Toronto W04,1201700,941200,730700,605400,2024-07-01
Toronto W05,1199300,983300,692400,541600,2024-07-01
Toronto W06,1313800,1233300,1057400,759600,2024-07-01
Toronto W07,1746600,1314900,,645000,2024-07-01
Toronto W08,1889100,1413600,820100,596700,2024-07-01
Toronto W09,1457500,1187200,847800,505700,2024-07-01
Toronto W10,1031100,920500,693900,539700,2024-07-01
Toronto C01,1811600,1479900,892400,747800,2024-07-01
Toronto C02,3013500,2050800,1299000,981200,2024-07-01
Toronto C03,2102500,1351900,1711400,904300,2024-07-01
Toronto C04,2729100,1745400,,809700,2024-07-01
Toronto C06,1601300,1296600,869000,628200,2024-07-01
Toronto C07,2033800,1253400,851200,728900,2024-07-01
Toronto C08,2235300,1540600,1087900,705200,2024-07-01
Toronto C09,3834500,2423700,1489400,1267300,2024-07-01
Toronto C10,2353700,1701000,937700,731600,2024-07-01
Toronto C11,2441400,1465900,779200,574200,2024-07-01
Toronto C12,3848800,1499900,1411200,1467400,2024-07-01
Toronto C13,1969800,1065300,963500,754200,2024-07-01
Toronto C14,2479500,1612000,957700,778000,2024-07-01
Toronto C15,2032000,1217500,906700,627400,2024-07-01
Toronto E01,1564900,1345900,977800,746300,2024-07-01
Toronto E02,1968700,1408300,1116500,812600,2024-07-01
Toronto E03,1369000,1271700,,631300,2024-07-01
Toronto E04,1116200,979800,783100,516600,2024-07-01
Toronto E05,1360300,1036300,804100,621000,2024-07-01
Toronto E06,1307900,1074500,777800,734500,2024-07-01
Toronto E07,1268700,1058100,862600,636300,2024-07-01
Toronto E08,1274100,933400,714700,543600,2024-07-01
Toronto E09,1085500,923100,679200,592300,2024-07-01
Toronto E10,1276000,965500,661400,518100,2024-07-01
Toronto E11,1120900,937000,725600,516500,2024-07-01
City of Toronto,1644900,1276700,871700,693400,2024-08-01
Toronto W01,2128400,1497200,902900,668700,2024-08-01
Toronto W02,1628700,1266000,986200,686200,2024-08-01
Toronto W03,1044500,1021800,812400,611400,2024-08-01
Toronto W04,1173200,939100,735400,603500,2024-08-01
Toronto W05,1192300,978300,669800,541600,2024-08-01
Toronto W06,1256600,1164400,1025700,729100,2024-08-01
Toronto W07,1681300,1242400,,646700,2024-08-01
Toronto W08,1834500,1325600,805500,592100,2024-08-01
Toronto W09,1406800,1192300,855300,471800,2024-08-01
Toronto W10,1006000,894900,695200,536000,2024-08-01
Toronto C01,1843200,1490300,870800,732800,2024-08-01
Toronto C02,2928600,2038500,1291000,908000,2024-08-01
Toronto C03,2031900,1311600,1685800,915000,2024-08-01
Toronto C04,2684100,1744200,,813200,2024-08-01
Toronto C06,1581800,1262600,872900,637400,2024-08-01
Toronto C07,1985600,1220100,857700,742000,2024-08-01
Toronto C08,2144300,1454000,1076000,668900,2024-08-01
Toronto C09,3711500,2341800,1493900,1143400,2024-08-01
Toronto C10,2240500,1634000,952500,717200,2024-08-01
Toronto C11,2354900,1428500,754300,531700,2024-08-01
Toronto C12,3806700,1449100,1377300,1490300,2024-08-01
Toronto C13,1938800,1045900,925000,734400,2024-08-01
Toronto C14,2404000,1557700,907900,788400,2024-08-01
Toronto C15,2014500,1196300,882900,632600,2024-08-01
Toronto E01,1549900,1348900,982200,715300,2024-08-01
Toronto E02,1938900,1376000,1124500,807900,2024-08-01
Toronto E03,1308900,1202000,,613800,2024-08-01
Toronto E04,1071400,966300,767800,516000,2024-08-01
Toronto E05,1315000,1009000,786300,626700,2024-08-01
Toronto E06,1275700,1054900,756900,733800,2024-08-01
Toronto E07,1218200,1010500,842600,623300,2024-08-01
Toronto E08,1237700,924000,700000,557300,2024-08-01
Toronto E09,1056600,901100,693600,590700,2024-08-01
Toronto E10,1224100,916100,686100,515300,2024-08-01
Toronto E11,1077400,905400,738300,510800,2024-08-01
City of Toronto,1641800,1277500,865900,677400,2024-09-01
Toronto W01,1970100,1379100,888500,651900,2024-09-01
Toronto W02,1764200,1313100,974300,668400,2024-09-01
Toronto W03,1059700,1043400,807600,598900,2024-09-01
Toronto W04,1186800,930900,724500,584700,2024-09-01
Toronto W05,1171000,965400,680900,555500,2024-09-01
