Toronto Municipality,Effective Date,Attribute,Value
Toronto E06,2023-02-01,HPI - Townhouse,764000
Toronto E06,2023-02-01,HPI - Apartment,697500
Toronto E07,2023-02-01,HPI - Single-Family Detached,1310600
Toronto E07,2023-02-01,HPI - Single-Family Attached,1022500
Toronto E07,2023-02-01,HPI - Townhouse,792800
Toronto E07,2023-02-01,HPI - Apartment,649300
Toronto E08,2023-02-01,HPI - Single-Family Detached,1273500
Toronto E08,2023-02-01,HPI - Single-Family Attached,918100
Toronto E08,2023-02-01,HPI - Townhouse,686000
Toronto E08,2023-02-01,HPI - Apartment,551600
Toronto E09,2023-02-01,HPI - Single-Family Detached,1098400
Toronto E09,2023-02-01,HPI - Single-Family Attached,892000
Toronto E09,2023-02-01,HPI - Townhouse,689500
Toronto E09,2023-02-01,HPI - Apartment,593000
Toronto E10,2023-02-01,HPI - Single-Family Detached,1304700
Toronto E10,2023-02-01,HPI - Single-Family Attached,979200
Toronto E10,2023-02-01,HPI - Townhouse,688400
Toronto E10,2023-02-01,HPI - Apartment,519000
Toronto E11,2023-02-01,HPI - Single-Family Detached,1074000
Toronto E11,2023-02-01,HPI - Single-Family Attached,888800
Toronto E11,2023-02-01,HPI - Townhouse,766600
Toronto E11,2023-02-01,HPI - Apartment,514800
City of Toronto,2023-03-01,HPI - Single-Family Detached,1689500
City of Toronto,2023-03-01,HPI - Single-Family Attached,1286500
City of Toronto,2023-03-01,HPI - Townhouse,877200
City of Toronto,2023-03-01,HPI - Apartment,741200
Toronto W01,2023-03-01,HPI - Single-Family Detached,1866900
Toronto W01,2023-03-01,HPI - Single-Family Attached,1334400
Toronto W01,2023-03-01,HPI - Townhouse,911600
Toronto W01,2023-03-01,HPI - Apartment,670900
Toronto W02,2023-03-01,HPI - Single-Family Detached,1675900
Toronto W02,2023-03-01,HPI - Single-Family Attached,1277700
Toronto W02,2023-03-01,HPI - Townhouse,1065000
Toronto W02,2023-03-01,HPI - Apartment,742000
Toronto W03,2023-03-01,HPI - Single-Family Detached,1039800
Toronto W03,2023-03-01,HPI - Single-Family Attached,1011600
Toronto W03,2023-03-01,HPI - Townhouse,890800
Toronto W03,2023-03-01,HPI - Apartment,583100
Toronto W04,2023-03-01,HPI - Single-Family Detached,1205600
Toronto W04,2023-03-01,HPI - Single-Family Attached,922800
Toronto W04,2023-03-01,HPI - Townhouse,733900
Toronto W04,2023-03-01,HPI - Apartment,608700
Toronto W05,2023-03-01,HPI - Single-Family Detached,1189700
Toronto W05,2023-03-01,HPI - Single-Family Attached,957000
Toronto W05,2023-03-01,HPI - Townhouse,687800
Toronto W05,2023-03-01,HPI - Apartment,563200
Toronto W06,2023-03-01,HPI - Single-Family Detached,1331800
Toronto W06,2023-03-01,HPI - Single-Family Attached,1217700
Toronto W06,2023-03-01,HPI - Townhouse,1025600
Toronto W06,2023-03-01,HPI - Apartment,767900
Toronto W07,2023-03-01,HPI - Single-Family Detached,1783600
Toronto W07,2023-03-01,HPI - Single-Family Attached,1339800
Toronto W07,2023-03-01,HPI - Townhouse,1101900
Toronto W07,2023-03-01,HPI - Apartment,793100
Toronto W08,2023-03-01,HPI - Single-Family Detached,1886900
Toronto W08,2023-03-01,HPI - Single-Family Attached,1336600
Toronto W08,2023-03-01,HPI - Townhouse,722700
Toronto W08,2023-03-01,HPI - Apartment,617000
Toronto W09,2023-03-01,HPI - Single-Family Detached,1416600
Toronto W09,2023-03-01,HPI - Single-Family Attached,967400
Toronto W09,2023-03-01,HPI - Townhouse,873800
Toronto W09,2023-03-01,HPI - Apartment,484200
Toronto W10,2023-03-01,HPI - Single-Family Detached,999900
Toronto W10,2023-03-01,HPI - Single-Family Attached,895000
Toronto W10,2023-03-01,HPI - Townhouse,701400
Toronto W10,2023-03-01,HPI - Apartment,543300
Toronto C01,2023-03-01,HPI - Single-Family Detached,1744800
Toronto C01,2023-03-01,HPI - Single-Family Attached,1493800
Toronto C01,2023-03-01,HPI - Townhouse,902700
Toronto C01,2023-03-01,HPI - Apartment,809000
Toronto C02,2023-03-01,HPI - Single-Family Detached,2818500
Toronto C02,2023-03-01,HPI - Single-Family Attached,2137900
Toronto C02,2023-03-01,HPI - Townhouse,1386500
Toronto C02,2023-03-01,HPI - Apartment,931900
Toronto C03,2023-03-01,HPI - Single-Family Detached,2045700
Toronto C03,2023-03-01,HPI - Single-Family Attached,1297300
Toronto C03,2023-03-01,HPI - Townhouse,
Toronto C03,2023-03-01,HPI - Apartment,863600
Toronto C04,2023-03-01,HPI - Single-Family Detached,2775000
Toronto C04,2023-03-01,HPI - Single-Family Attached,1669400
Toronto C04,2023-03-01,HPI - Townhouse,
Toronto C04,2023-03-01,HPI - Apartment,784800
Toronto C06,2023-03-01,HPI - Single-Family Detached,1656700
Toronto C06,2023-03-01,HPI - Single-Family Attached,1173000
Toronto C06,2023-03-01,HPI - Townhouse,845800
Toronto C06,2023-03-01,HPI - Apartment,667800
Toronto C07,2023-03-01,HPI - Single-Family Detached,2043300
Toronto C07,2023-03-01,HPI - Single-Family Attached,1240800
Toronto C07,2023-03-01,HPI - Townhouse,825900
Toronto C07,2023-03-01,HPI - Apartment,803700
Toronto C08,2023-03-01,HPI - Single-Family Detached,2211800
Toronto C08,2023-03-01,HPI - Single-Family Attached,1599900
Toronto C08,2023-03-01,HPI - Townhouse,1193000
Toronto C08,2023-03-01,HPI - Apartment,793600
Toronto C09,2023-03-01,HPI - Single-Family Detached,3812300
Toronto C09,2023-03-01,HPI - Single-Family Attached,2546200
Toronto C09,2023-03-01,HPI - Townhouse,1861700
Toronto C09,2023-03-01,HPI - Apartment,1191300
Toronto C10,2023-03-01,HPI - Single-Family Detached,2349800
Toronto C10,2023-03-01,HPI - Single-Family Attached,1699700
Toronto C10,2023-03-01,HPI - Townhouse,1074800
Toronto C10,2023-03-01,HPI - Apartment,763900
Toronto C11,2023-03-01,HPI - Single-Family Detached,2455300
Toronto C11,2023-03-01,HPI - Single-Family Attached,1484100
Toronto C11,2023-03-01,HPI - Townhouse,761400
Toronto C11,2023-03-01,HPI - Apartment,537700
Toronto C12,2023-03-01,HPI - Single-Family Detached,3886600
Toronto C12,2023-03-01,HPI - Single-Family Attached,1682500
Toronto C12,2023-03-01,HPI - Townhouse,1473900
Toronto C12,2023-03-01,HPI - Apartment,1298100
Toronto C13,2023-03-01,HPI - Single-Family Detached,2080500
Toronto C13,2023-03-01,HPI - Single-Family Attached,1084400
Toronto C13,2023-03-01,HPI - Townhouse,944000
Toronto C13,2023-03-01,HPI - Apartment,728800
Toronto C14,2023-03-01,HPI - Single-Family Detached,2533300
Toronto C14,2023-03-01,HPI - Single-Family Attached,1661900
Toronto C14,2023-03-01,HPI - Townhouse,859900
Toronto C14,2023-03-01,HPI - Apartment,809900
Toronto C15,2023-03-01,HPI - Single-Family Detached,2030900
Toronto C15,2023-03-01,HPI - Single-Family Attached,1188200
Toronto C15,2023-03-01,HPI - Townhouse,842200
Toronto C15,2023-03-01,HPI - Apartment,659300
Toronto E01,2023-03-01,HPI - Single-Family Detached,1568600
Toronto E01,2023-03-01,HPI - Single-Family Attached,1348700
Toronto E01,2023-03-01,HPI - Townhouse,1048700
Toronto E01,2023-03-01,HPI - Apartment,848600
Toronto E02,2023-03-01,HPI - Single-Family Detached,1798300
Toronto E02,2023-03-01,HPI - Single-Family Attached,1355100
Toronto E02,2023-03-01,HPI - Townhouse,1143400
Toronto E02,2023-03-01,HPI - Apartment,898000
Toronto E03,2023-03-01,HPI - Single-Family Detached,1391000
Toronto E03,2023-03-01,HPI - Single-Family Attached,1288900
Toronto E03,2023-03-01,HPI - Townhouse,
Toronto E03,2023-03-01,HPI - Apartment,625000
Toronto E04,2023-03-01,HPI - Single-Family Detached,1145600
Toronto E04,2023-03-01,HPI - Single-Family Attached,967900
Toronto E04,2023-03-01,HPI - Townhouse,838500
Toronto E04,2023-03-01,HPI - Apartment,546000
Toronto E05,2023-03-01,HPI - Single-Family Detached,1415900
Toronto E05,2023-03-01,HPI - Single-Family Attached,1064400
Toronto E05,2023-03-01,HPI - Townhouse,792300
Toronto E05,2023-03-01,HPI - Apartment,622800
Toronto E06,2023-03-01,HPI - Single-Family Detached,1275500
Toronto E06,2023-03-01,HPI - Single-Family Attached,1025500
Toronto E06,2023-03-01,HPI - Townhouse,820900
Toronto E06,2023-03-01,HPI - Apartment,743100
Toronto E07,2023-03-01,HPI - Single-Family Detached,1341400
Toronto E07,2023-03-01,HPI - Single-Family Attached,1051500
Toronto E07,2023-03-01,HPI - Townhouse,841700
Toronto E07,2023-03-01,HPI - Apartment,639300
Toronto E08,2023-03-01,HPI - Single-Family Detached,1273800
Toronto E08,2023-03-01,HPI - Single-Family Attached,967700
Toronto E08,2023-03-01,HPI - Townhouse,734200
Toronto E08,2023-03-01,HPI - Apartment,574600
Toronto E09,2023-03-01,HPI - Single-Family Detached,1143400
Toronto E09,2023-03-01,HPI - Single-Family Attached,938800
Toronto E09,2023-03-01,HPI - Townhouse,722000
Toronto E09,2023-03-01,HPI - Apartment,592700
Toronto E10,2023-03-01,HPI - Single-Family Detached,1320600
Toronto E10,2023-03-01,HPI - Single-Family Attached,984200
Toronto E10,2023-03-01,HPI - Townhouse,716900
Toronto E10,2023-03-01,HPI - Apartment,532500
Toronto E11,2023-03-01,HPI - Single-Family Detached,1137600
Toronto E11,2023-03-01,HPI - Single-Family Attached,946400
Toronto E11,2023-03-01,HPI - Townhouse,771900
Toronto E11,2023-03-01,HPI - Apartment,505900
City of Toronto,2023-04-01,HPI - Single-Family Detached,1746100
City of Toronto,2023-04-01,HPI - Single-Family Attached,1326300
City of Toronto,2023-04-01,HPI - Townhouse,888200
City of Toronto,2023-04-01,HPI - Apartment,751000
Toronto W01,2023-04-01,HPI - Single-Family Detached,1952200
Toronto W01,2023-04-01,HPI - Single-Family Attached,1416200
Toronto W01,2023-04-01,HPI - Townhouse,900900
Toronto W01,2023-04-01,HPI - Apartment,691500
Toronto W02,2023-04-01,HPI - Single-Family Detached,1829400
Toronto W02,2023-04-01,HPI - Single-Family Attached,1353500
Toronto W02,2023-04-01,HPI - Townhouse,1081300
Toronto W02,2023-04-01,HPI - Apartment,757600
Toronto W03,2023-04-01,HPI - Single-Family Detached,1052100
Toronto W03,2023-04-01,HPI - Single-Family Attached,1014200
Toronto W03,2023-04-01,HPI - Townhouse,901300
Toronto W03,2023-04-01,HPI - Apartment,600100
Toronto W04,2023-04-01,HPI - Single-Family Detached,1227000
Toronto W04,2023-04-01,HPI - Single-Family Attached,950300
Toronto W04,2023-04-01,HPI - Townhouse,731400
Toronto W04,2023-04-01,HPI - Apartment,604300
Toronto W05,2023-04-01,HPI - Single-Family Detached,1236400
Toronto W05,2023-04-01,HPI - Single-Family Attached,986400
Toronto W05,2023-04-01,HPI - Townhouse,681400
Toronto W05,2023-04-01,HPI - Apartment,568600
Toronto W06,2023-04-01,HPI - Single-Family Detached,1366600
Toronto W06,2023-04-01,HPI - Single-Family Attached,1243900
Toronto W06,2023-04-01,HPI - Townhouse,1049900
Toronto W06,2023-04-01,HPI - Apartment,768500
Toronto W07,2023-04-01,HPI - Single-Family Detached,1822800
Toronto W07,2023-04-01,HPI - Single-Family Attached,1369800
Toronto W07,2023-04-01,HPI - Townhouse,1129900
Toronto W07,2023-04-01,HPI - Apartment,811000
Toronto W08,2023-04-01,HPI - Single-Family Detached,1903100
Toronto W08,2023-04-01,HPI - Single-Family Attached,1370100
Toronto W08,2023-04-01,HPI - Townhouse,735700
Toronto W08,2023-04-01,HPI - Apartment,630000
Toronto W09,2023-04-01,HPI - Single-Family Detached,1405000
Toronto W09,2023-04-01,HPI - Single-Family Attached,983800
Toronto W09,2023-04-01,HPI - Townhouse,873300
Toronto W09,2023-04-01,HPI - Apartment,496300
Toronto W10,2023-04-01,HPI - Single-Family Detached,1080500
Toronto W10,2023-04-01,HPI - Single-Family Attached,949900
Toronto W10,2023-04-01,HPI - Townhouse,715800
Toronto W10,2023-04-01,HPI - Apartment,548200
Toronto C01,2023-04-01,HPI - Single-Family Detached,1833500
Toronto C01,2023-04-01,HPI - Single-Family Attached,1572100
Toronto C01,2023-04-01,HPI - Townhouse,911600
Toronto C01,2023-04-01,HPI - Apartment,825900
Toronto C02,2023-04-01,HPI - Single-Family Detached,2778400
Toronto C02,2023-04-01,HPI - Single-Family Attached,2064700
Toronto C02,2023-04-01,HPI - Townhouse,1439500
Toronto C02,2023-04-01,HPI - Apartment,992300
Toronto C03,2023-04-01,HPI - Single-Family Detached,2073000
Toronto C03,2023-04-01,HPI - Single-Family Attached,1298300
Toronto C03,2023-04-01,HPI - Townhouse,
Toronto C03,2023-04-01,HPI - Apartment,910000
Toronto C04,2023-04-01,HPI - Single-Family Detached,2851700
Toronto C04,2023-04-01,HPI - Single-Family Attached,1705900
Toronto C04,2023-04-01,HPI - Townhouse,
Toronto C04,2023-04-01,HPI - Apartment,803800
Toronto C06,2023-04-01,HPI - Single-Family Detached,1743400
Toronto C06,2023-04-01,HPI - Single-Family Attached,1240800
Toronto C06,2023-04-01,HPI - Townhouse,821000
Toronto C06,2023-04-01,HPI - Apartment,672900
Toronto C07,2023-04-01,HPI - Single-Family Detached,2139800
Toronto C07,2023-04-01,HPI - Single-Family Attached,1305800
Toronto C07,2023-04-01,HPI - Townhouse,809800
Toronto C07,2023-04-01,HPI - Apartment,805600
Toronto C08,2023-04-01,HPI - Single-Family Detached,2324600
Toronto C08,2023-04-01,HPI - Single-Family Attached,1682700
Toronto C08,2023-04-01,HPI - Townhouse,1186000
Toronto C08,2023-04-01,HPI - Apartment,788200
Toronto C09,2023-04-01,HPI - Single-Family Detached,4116600
Toronto C09,2023-04-01,HPI - Single-Family Attached,2783400
Toronto C09,2023-04-01,HPI - Townhouse,1952500
Toronto C09,2023-04-01,HPI - Apartment,1157800
Toronto C10,2023-04-01,HPI - Single-Family Detached,2435100
Toronto C10,2023-04-01,HPI - Single-Family Attached,1756600
Toronto C10,2023-04-01,HPI - Townhouse,1090400
Toronto C10,2023-04-01,HPI - Apartment,758000
Toronto C11,2023-04-01,HPI - Single-Family Detached,2645300
Toronto C11,2023-04-01,HPI - Single-Family Attached,1595400
Toronto C11,2023-04-01,HPI - Townhouse,763500
Toronto C11,2023-04-01,HPI - Apartment,548600
Toronto C12,2023-04-01,HPI - Single-Family Detached,3983300
Toronto C12,2023-04-01,HPI - Single-Family Attached,1676300
Toronto C12,2023-04-01,HPI - Townhouse,1483600
Toronto C12,2023-04-01,HPI - Apartment,1375900
Toronto C13,2023-04-01,HPI - Single-Family Detached,2108500
Toronto C13,2023-04-01,HPI - Single-Family Attached,1097100
Toronto C13,2023-04-01,HPI - Townhouse,951100
Toronto C13,2023-04-01,HPI - Apartment,747200
Toronto C14,2023-04-01,HPI - Single-Family Detached,2649200
Toronto C14,2023-04-01,HPI - Single-Family Attached,1752300
Toronto C14,2023-04-01,HPI - Townhouse,878800
Toronto C14,2023-04-01,HPI - Apartment,814300
Toronto C15,2023-04-01,HPI - Single-Family Detached,2091700
Toronto C15,2023-04-01,HPI - Single-Family Attached,1237000
Toronto C15,2023-04-01,HPI - Townhouse,887800
Toronto C15,2023-04-01,HPI - Apartment,669300
Toronto E01,2023-04-01,HPI - Single-Family Detached,1622600
Toronto E01,2023-04-01,HPI - Single-Family Attached,1406200
Toronto E01,2023-04-01,HPI - Townhouse,1019500
Toronto E01,2023-04-01,HPI - Apartment,851800
Toronto E02,2023-04-01,HPI - Single-Family Detached,1849400
Toronto E02,2023-04-01,HPI - Single-Family Attached,1383600
Toronto E02,2023-04-01,HPI - Townhouse,1142100
Toronto E02,2023-04-01,HPI - Apartment,927700
Toronto E03,2023-04-01,HPI - Single-Family Detached,1418100
Toronto E03,2023-04-01,HPI - Single-Family Attached,1321000
Toronto E03,2023-04-01,HPI - Townhouse,
Toronto E03,2023-04-01,HPI - Apartment,633200
Toronto E04,2023-04-01,HPI - Single-Family Detached,1196700
Toronto E04,2023-04-01,HPI - Single-Family Attached,999000
Toronto E04,2023-04-01,HPI - Townhouse,840900
Toronto E04,2023-04-01,HPI - Apartment,556900
Toronto E05,2023-04-01,HPI - Single-Family Detached,1454800
Toronto E05,2023-04-01,HPI - Single-Family Attached,1099700
Toronto E05,2023-04-01,HPI - Townhouse,829700
Toronto E05,2023-04-01,HPI - Apartment,640600
Toronto E06,2023-04-01,HPI - Single-Family Detached,1358300
Toronto E06,2023-04-01,HPI - Single-Family Attached,1091300
Toronto E06,2023-04-01,HPI - Townhouse,825900
Toronto E06,2023-04-01,HPI - Apartment,760700
Toronto E07,2023-04-01,HPI - Single-Family Detached,1386100
Toronto E07,2023-04-01,HPI - Single-Family Attached,1098800
Toronto E07,2023-04-01,HPI - Townhouse,879400
Toronto E07,2023-04-01,HPI - Apartment,641600
Toronto E08,2023-04-01,HPI - Single-Family Detached,1342600
Toronto E08,2023-04-01,HPI - Single-Family Attached,1024200
Toronto E08,2023-04-01,HPI - Townhouse,741500
Toronto E08,2023-04-01,HPI - Apartment,564400
Toronto E09,2023-04-01,HPI - Single-Family Detached,1171600
Toronto E09,2023-04-01,HPI - Single-Family Attached,968200
Toronto E09,2023-04-01,HPI - Townhouse,708100
Toronto E09,2023-04-01,HPI - Apartment,597000
Toronto E10,2023-04-01,HPI - Single-Family Detached,1336800
Toronto E10,2023-04-01,HPI - Single-Family Attached,993800
Toronto E10,2023-04-01,HPI - Townhouse,702900
Toronto E10,2023-04-01,HPI - Apartment,532300
Toronto E11,2023-04-01,HPI - Single-Family Detached,1164300
Toronto E11,2023-04-01,HPI - Single-Family Attached,970900
Toronto E11,2023-04-01,HPI - Townhouse,773700
Toronto E11,2023-04-01,HPI - Apartment,526300
City of Toronto,2023-05-01,HPI - Single-Family Detached,1766000
City of Toronto,2023-05-01,HPI - Single-Family Attached,1356300
City of Toronto,2023-05-01,HPI - Townhouse,896100
City of Toronto,2023-05-01,HPI - Apartment,758400
Toronto W01,2023-05-01,HPI - Single-Family Detached,2049300
Toronto W01,2023-05-01,HPI - Single-Family Attached,1480000
Toronto W01,2023-05-01,HPI - Townhouse,903900
Toronto W01,2023-05-01,HPI - Apartment,688300
Toronto W02,2023-05-01,HPI - Single-Family Detached,1865100
Toronto W02,2023-05-01,HPI - Single-Family Attached,1420200
Toronto W02,2023-05-01,HPI - Townhouse,1095000
Toronto W02,2023-05-01,HPI - Apartment,735700
Toronto W03,2023-05-01,HPI - Single-Family Detached,1082200
Toronto W03,2023-05-01,HPI - Single-Family Attached,1066300
Toronto W03,2023-05-01,HPI - Townhouse,850800
Toronto W03,2023-05-01,HPI - Apartment,618400
Toronto W04,2023-05-01,HPI - Single-Family Detached,1224200
Toronto W04,2023-05-01,HPI - Single-Family Attached,974800
Toronto W04,2023-05-01,HPI - Townhouse,735300
Toronto W04,2023-05-01,HPI - Apartment,624300
Toronto W05,2023-05-01,HPI - Single-Family Detached,1300800
Toronto W05,2023-05-01,HPI - Single-Family Attached,1056400
Toronto W05,2023-05-01,HPI - Townhouse,704100
Toronto W05,2023-05-01,HPI - Apartment,564600
Toronto W06,2023-05-01,HPI - Single-Family Detached,1334600
Toronto W06,2023-05-01,HPI - Single-Family Attached,1203600
Toronto W06,2023-05-01,HPI - Townhouse,1033400
Toronto W06,2023-05-01,HPI - Apartment,794700
Toronto W07,2023-05-01,HPI - Single-Family Detached,1713100
Toronto W07,2023-05-01,HPI - Single-Family Attached,1279300
Toronto W07,2023-05-01,HPI - Townhouse,1028900
Toronto W07,2023-05-01,HPI - Apartment,813500
Toronto W08,2023-05-01,HPI - Single-Family Detached,1896900
Toronto W08,2023-05-01,HPI - Single-Family Attached,1342200
Toronto W08,2023-05-01,HPI - Townhouse,773000
Toronto W08,2023-05-01,HPI - Apartment,627700
Toronto W09,2023-05-01,HPI - Single-Family Detached,1439300
Toronto W09,2023-05-01,HPI - Single-Family Attached,1081100
Toronto W09,2023-05-01,HPI - Townhouse,856200
Toronto W09,2023-05-01,HPI - Apartment,517400
Toronto W10,2023-05-01,HPI - Single-Family Detached,1133700
Toronto W10,2023-05-01,HPI - Single-Family Attached,968800
Toronto W10,2023-05-01,HPI - Townhouse,701300
Toronto W10,2023-05-01,HPI - Apartment,572900
Toronto C01,2023-05-01,HPI - Single-Family Detached,1932700
Toronto C01,2023-05-01,HPI - Single-Family Attached,1595100
Toronto C01,2023-05-01,HPI - Townhouse,895400
Toronto C01,2023-05-01,HPI - Apartment,841500
Toronto C02,2023-05-01,HPI - Single-Family Detached,2964200
Toronto C02,2023-05-01,HPI - Single-Family Attached,2080700
Toronto C02,2023-05-01,HPI - Townhouse,1466300
Toronto C02,2023-05-01,HPI - Apartment,1044000
Toronto C03,2023-05-01,HPI - Single-Family Detached,2096600
